User,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
,143044088,288228719,145184631,119073713,279919128,160845415,143054321,272137570,129083249,158996936,351694553,192697617,158835092,495258528,336423436,295960510,233127777,-62832733,166924059,263774633,96850574,119239912,184127372,64887460,166695303,231976194,65280891,254884997,176346014,-78538983,166508773
,126658091,103814891,-22843200,46809072,151984704,105175632,103012364,112018227,9005863,126787449,111818598,-14968851,159208126,88009153,-71198973,135097032
,277095100,183811900,-93283200,172793300,29792600,-143000700,299730400,279618700,-20111700,205938300,175599200,-30339100,149312900,128803300,-20509600,131968900,266324000,134355100,129933100,427414400,297481300,115752100
,112453900,32824100,-79629800,261205000,99135100,-162069900,198576200,120466800,-78109400,256076900,222941300,-33135600,227903900,221252600,-6651300,125856200,42996400,-82859800,308441600,322598800,14157200,89463800
,259676900,105403600,-154273300,207894500,154763500,-53131000,228727900,233177400,4449500,211464700,193969900,-17494800,199778100,189552100,-10226000,156298600
