User,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
,0.143,0.288,0.145,0.12,0.28,0.16,0.143,0.273,0.13,0.159,0.351,0.192,0.159,0.495,0.336,0.296,0.234,-0.062,0.166,0.263,0.097,0.12,0.184,0.064,0.167,0.232,0.065,0.255,0.177,-0.078,0.166
,0.127,0.104,-0.023,0.047,0.152,0.105,0.103,0.112,0.009,0.127,0.112,-0.015,0.159,0.088,-0.071,0.135
,0.285,0.185,-0.1,0.178,0.031,-0.147,0.301,0.286,-0.015,0.2,0.163,-0.037,0.153,0.138,-0.015,0.132,0.263,0.131,0.123,0.423,0.3,0.116
,0.116,0.032,-0.084,0.263,0.1,-0.163,0.201,0.116,-0.085,0.254,0.231,-0.023,0.223,0.217,-0.006,0.123,0.038,-0.085,0.317,0.332,0.015,0.085
,0.254,0.102,-0.152,0.214,0.152,-0.062,0.232,0.232,0.0,0.216,0.2,-0.016,0.201,0.186,-0.015,0.163
